year,contract_id,measure,stars
2016,C0050,Breast Cancer Screening,4.0
2016,C0051,Breast Cancer Screening,4.0
2016,C0052,Breast Cancer Screening,3.5
2016,C0053,Breast Cancer Screening,3.5
2016,C0054,Breast Cancer Screening,3.5
2016,C0055,Breast Cancer Screening,3.5
2016,C0056,Breast Cancer Screening,3.5
2016,C0057,Breast Cancer Screening,4.0
2016,C0058,Breast Cancer Screening,4.0
2016,C0059,Breast Cancer Screening,3.5
2016,C0060,Breast Cancer Screening,4.0
2016,C0061,Breast Cancer Screening,3.5
2016,C0062,Breast Cancer Screening,4.0
2016,C0063,Breast Cancer Screening,3.5
2016,C0064,Breast Cancer Screening,3.5
2016,C0065,Breast Cancer Screening,3.5
2016,C0066,Breast Cancer Screening,3.5
2016,C0067,Breast Cancer Screening,3.5
2016,C0068,Breast Cancer Screening,3.5
2016,C0069,Breast Cancer Screening,4.0
2016,C0070,Breast Cancer Screening,3.5
2016,C0071,Breast Cancer Screening,3.5
2016,C0072,Breast Cancer Screening,4.0
2016,C0073,Breast Cancer Screening,3.5
2016,C0074,Breast Cancer Screening,3.5
2016,C0075,Breast Cancer Screening,3.5
2016,C0076,Breast Cancer Screening,3.5
2016,C0077,Breast Cancer Screening,3.5
2016,C0078,Breast Cancer Screening,4.0
2016,C0079,Breast Cancer Screening,3.5
2016,C0080,Breast Cancer Screening,3.5
2016,C0081,Breast Cancer Screening,3.5
2016,C0082,Breast Cancer Screening,4.0
2016,C0083,Breast Cancer Screening,3.5
2016,C0084,Breast Cancer Screening,4.0
2016,C0085,Breast Cancer Screening,4.0
2016,C0086,Breast Cancer Screening,3.5
2016,C0087,Breast Cancer Screening,4.0
2016,C0088,Breast Cancer Screening,4.0
2016,C0089,Breast Cancer Screening,3.5
2016,C0090,Breast Cancer Screening,3.5
2016,C0091,Breast Cancer Screening,4.0
2016,C0092,Breast Cancer Screening,3.5
2016,C0093,Breast Cancer Screening,3.5
2016,C0094,Breast Cancer Screening,3.5
2016,C0095,Breast Cancer Screening,4.0
2016,C0096,Breast Cancer Screening,4.0
2016,C0097,Breast Cancer Screening,3.5
2016,C0098,Breast Cancer Screening,3.5
2016,C0099,Breast Cancer Screening,3.5
2016,C0100,Breast Cancer Screening,4.0
2016,C0101,Breast Cancer Screening,4.0
2016,C0102,Breast Cancer Screening,3.5
2016,C0103,Breast Cancer Screening,4.0
2016,C0104,Breast Cancer Screening,3.5
2016,C0105,Breast Cancer Screening,3.5
2016,C0106,Breast Cancer Screening,4.0
2016,C0107,Breast Cancer Screening,3.5
2016,C0108,Breast Cancer Screening,4.0
2016,C0109,Breast Cancer Screening,3.5
2016,C0110,Breast Cancer Screening,3.5
2016,C0111,Breast Cancer Screening,3.5
2016,C0112,Breast Cancer Screening,3.5
2016,C0113,Breast Cancer Screening,4.0
2016,C0114,Breast Cancer Screening,4.0
2016,C0115,Breast Cancer Screening,4.0
2016,C0116,Breast Cancer Screening,3.5
2016,C0117,Breast Cancer Screening,3.5
2016,C0118,Breast Cancer Screening,4.0
2016,C0119,Breast Cancer Screening,4.0
2016,C0120,Breast Cancer Screening,3.5
2016,C0121,Breast Cancer Screening,3.5
2016,C0122,Breast Cancer Screening,3.5
2016,C0123,Breast Cancer Screening,4.0
2016,C0124,Breast Cancer Screening,4.0
2016,C0125,Breast Cancer Screening,3.5
2016,C0126,Breast Cancer Screening,3.5
2016,C0127,Breast Cancer Screening,3.5
2016,C0128,Breast Cancer Screening,3.5
2016,C0129,Breast Cancer Screening,4.0
2016,C0130,Breast Cancer Screening,3.5
2016,C0131,Breast Cancer Screening,3.5
2016,C0132,Breast Cancer Screening,3.5
2016,C0133,Breast Cancer Screening,4.0
2016,C0134,Breast Cancer Screening,3.5
2016,C0135,Breast Cancer Screening,3.5
2016,C0136,Breast Cancer Screening,4.0
2016,C0137,Breast Cancer Screening,4.0
2016,C0138,Breast Cancer Screening,3.5
2016,C0139,Breast Cancer Screening,3.5
2016,C0140,Breast Cancer Screening,3.5
2016,C0141,Breast Cancer Screening,3.5
2016,C0142,Breast Cancer Screening,3.5
2016,C0143,Breast Cancer Screening,3.5
2016,C0144,Breast Cancer Screening,3.5
2016,C0145,Breast Cancer Screening,3.5
2016,C0146,Breast Cancer Screening,3.5
2016,C0147,Breast Cancer Screening,4.0
2016,C0148,Breast Cancer Screening,3.5
2016,C0149,Breast Cancer Screening,4.0
2016,C0150,Breast Cancer Screening,4.0
2016,C0151,Breast Cancer Screening,3.5
2016,C0152,Breast Cancer Screening,3.5
2016,C0153,Breast Cancer Screening,4.0
2016,C0154,Breast Cancer Screening,3.5
2016,C0155,Breast Cancer Screening,3.5
2016,C0156,Breast Cancer Screening,4.0
2016,C0157,Breast Cancer Screening,3.5
2016,C0158,Breast Cancer Screening,3.5
2016,C0159,Breast Cancer Screening,4.0
2016,C0160,Breast Cancer Screening,4.0
2016,C0161,Breast Cancer Screening,3.5
2016,C0162,Breast Cancer Screening,3.5
2016,C0163,Breast Cancer Screening,3.5
2016,C0164,Breast Cancer Screening,3.5
2016,C0165,Breast Cancer Screening,3.5
2016,C0166,Breast Cancer Screening,4.0
2016,C0167,Breast Cancer Screening,4.0
2016,C0168,Breast Cancer Screening,4.0
2016,C0169,Breast Cancer Screening,3.5
2016,C0170,Breast Cancer Screening,3.5
2016,C0171,Breast Cancer Screening,3.5
2016,C0172,Breast Cancer Screening,4.0
2016,C0173,Breast Cancer Screening,3.5
2016,C0174,Breast Cancer Screening,3.5
2016,C0175,Breast Cancer Screening,3.5
2016,C0176,Breast Cancer Screening,3.5
2016,C0177,Breast Cancer Screening,3.5
2016,C0178,Breast Cancer Screening,3.5
2016,C0179,Breast Cancer Screening,4.0
2016,C0180,Breast Cancer Screening,3.5
2016,C0181,Breast Cancer Screening,4.0
2016,C0182,Breast Cancer Screening,3.5
2016,C0183,Breast Cancer Screening,3.5
2016,C0184,Breast Cancer Screening,4.0
2016,C0185,Breast Cancer Screening,4.0
2016,C0186,Breast Cancer Screening,4.0
2016,C0187,Breast Cancer Screening,4.0
2016,C0188,Breast Cancer Screening,4.0
2016,C0189,Breast Cancer Screening,3.5
2016,C0190,Breast Cancer Screening,3.5
2016,C0191,Breast Cancer Screening,3.5
2016,C0192,Breast Cancer Screening,3.5
2016,C0193,Breast Cancer Screening,3.5
2016,C0194,Breast Cancer Screening,3.5
2016,C0195,Breast Cancer Screening,4.0
2016,C0196,Breast Cancer Screening,3.5
2016,C0197,Breast Cancer Screening,4.0
2016,C0198,Breast Cancer Screening,3.5
2016,C0199,Breast Cancer Screening,3.5
2016,C0200,Breast Cancer Screening,4.0
2016,C0201,Breast Cancer Screening,4.0
2016,C0202,Breast Cancer Screening,3.5
2016,C0203,Breast Cancer Screening,4.0
2016,C0204,Breast Cancer Screening,3.5
2016,C0205,Breast Cancer Screening,3.5
2016,C0206,Breast Cancer Screening,4.0
2016,C0207,Breast Cancer Screening,3.5
2016,C0208,Breast Cancer Screening,3.5
2016,C0209,Breast Cancer Screening,4.0
2016,C0210,Breast Cancer Screening,3.5
2016,C0211,Breast Cancer Screening,3.5
2016,C0212,Breast Cancer Screening,3.5
2016,C0213,Breast Cancer Screening,4.0
2016,C0214,Breast Cancer Screening,3.5
2016,C0215,Breast Cancer Screening,4.0
2016,C0216,Breast Cancer Screening,3.5
2016,C0217,Breast Cancer Screening,3.5
2016,C0218,Breast Cancer Screening,3.5
2016,C0219,Breast Cancer Screening,4.0
2016,C0220,Breast Cancer Screening,3.5
2016,C0221,Breast Cancer Screening,3.5
2016,C0222,Breast Cancer Screening,4.0
2016,C0223,Breast Cancer Screening,3.5
2016,C0224,Breast Cancer Screening,3.5
2016,C0225,Breast Cancer Screening,3.5
2016,C0226,Breast Cancer Screening,3.5
2016,C0227,Breast Cancer Screening,3.5
2016,C0228,Breast Cancer Screening,3.5
2016,C0229,Breast Cancer Screening,4.0
2016,C0230,Breast Cancer Screening,3.5
2016,C0231,Breast Cancer Screening,4.0
2016,C0232,Breast Cancer Screening,3.5
2016,C0233,Breast Cancer Screening,3.5
2016,C0234,Breast Cancer Screening,4.0
2016,C0235,Breast Cancer Screening,3.5
2016,C0236,Breast Cancer Screening,3.5
2016,C0237,Breast Cancer Screening,4.0
2016,C0238,Breast Cancer Screening,3.5
2016,C0239,Breast Cancer Screening,3.5
2016,C0240,Breast Cancer Screening,4.0
2016,C0241,Breast Cancer Screening,4.0
2016,C0242,Breast Cancer Screening,3.5
2016,C0243,Breast Cancer Screening,3.5
2016,C0244,Breast Cancer Screening,3.5
2016,C0245,Breast Cancer Screening,4.0
2016,C0246,Breast Cancer Screening,4.0
2016,C0247,Breast Cancer Screening,4.0
2016,C0248,Breast Cancer Screening,3.5
2016,C0249,Breast Cancer Screening,3.5
2016,C0250,Breast Cancer Screening,4.0
2016,C0001,Medication Reconciliation,3.5
2016,C0002,Medication Reconciliation,4.0
2016,C0003,Medication Reconciliation,3.5
2016,C0004,Medication Reconciliation,3.0
2016,C0005,Medication Reconciliation,3.5
2016,C0006,Medication Reconciliation,3.5
2016,C0007,Medication Reconciliation,3.5
2016,C0008,Medication Reconciliation,3.5
2016,C0009,Medication Reconciliation,3.5
2016,C0010,Medication Reconciliation,3.5
2016,C0011,Medication Reconciliation,3.5
2016,C0012,Medication Reconciliation,3.5
2016,C0013,Medication Reconciliation,3.5
2016,C0014,Medication Reconciliation,3.5
2016,C0015,Medication Reconciliation,3.5
2016,C0016,Medication Reconciliation,3.5
2016,C0017,Medication Reconciliation,3.5
2016,C0018,Medication Reconciliation,3.5
2016,C0019,Medication Reconciliation,3.5
2016,C0020,Medication Reconciliation,3.5
2016,C0021,Medication Reconciliation,3.5
2016,C0022,Medication Reconciliation,3.5
2016,C0023,Medication Reconciliation,3.5
2016,C0024,Medication Reconciliation,3.5
2016,C0025,Medication Reconciliation,3.0
2016,C0026,Medication Reconciliation,3.5
2016,C0027,Medication Reconciliation,3.5
2016,C0028,Medication Reconciliation,3.5
2016,C0029,Medication Reconciliation,3.5
2016,C0030,Medication Reconciliation,3.5
2016,C0031,Medication Reconciliation,3.5
2016,C0032,Medication Reconciliation,3.0
2016,C0033,Medication Reconciliation,3.5
2016,C0034,Medication Reconciliation,3.5
2016,C0035,Medication Reconciliation,3.5
2016,C0036,Medication Reconciliation,3.5
2016,C0037,Medication Reconciliation,3.5
2016,C0038,Medication Reconciliation,3.5
2016,C0039,Medication Reconciliation,3.5
2016,C0040,Medication Reconciliation,3.5
2016,C0041,Medication Reconciliation,3.5
2016,C0042,Medication Reconciliation,3.5
2016,C0043,Medication Reconciliation,3.5
2016,C0044,Medication Reconciliation,3.5
2016,C0045,Medication Reconciliation,3.5
2016,C0046,Medication Reconciliation,3.5
2016,C0047,Medication Reconciliation,3.5
2016,C0048,Medication Reconciliation,3.5
2016,C0049,Medication Reconciliation,3.5
2016,C0050,Medication Reconciliation,3.5
2016,C0051,Medication Reconciliation,3.5
2016,C0052,Medication Reconciliation,3.5
2016,C0053,Medication Reconciliation,3.5
2016,C0054,Medication Reconciliation,3.5
2016,C0055,Medication Reconciliation,3.5
2016,C0056,Medication Reconciliation,4.0
2016,C0057,Medication Reconciliation,3.5
2016,C0058,Medication Reconciliation,3.5
2016,C0059,Medication Reconciliation,3.0
2016,C0060,Medication Reconciliation,3.5
2016,C0061,Medication Reconciliation,3.5
2016,C0062,Medication Reconciliation,3.5
2016,C0063,Medication Reconciliation,3.5
2016,C0064,Medication Reconciliation,3.5
2016,C0065,Medication Reconciliation,3.5
2016,C0066,Medication Reconciliation,3.5
2016,C0067,Medication Reconciliation,3.5
2016,C0068,Medication Reconciliation,3.5
2016,C0069,Medication Reconciliation,3.5
2016,C0070,Medication Reconciliation,3.5
2016,C0071,Medication Reconciliation,3.5
2016,C0072,Medication Reconciliation,3.5
2016,C0073,Medication Reconciliation,3.5
2016,C0074,Medication Reconciliation,3.5
2016,C0075,Medication Reconciliation,3.5
2016,C0076,Medication Reconciliation,3.5
2016,C0077,Medication Reconciliation,3.0
2016,C0078,Medication Reconciliation,3.5
2016,C0079,Medication Reconciliation,3.5
2016,C0080,Medication Reconciliation,3.5
2016,C0081,Medication Reconciliation,4.0
2016,C0082,Medication Reconciliation,3.5
2016,C0083,Medication Reconciliation,3.5
2016,C0084,Medication Reconciliation,3.5
2016,C0085,Medication Reconciliation,4.0
2016,C0086,Medication Reconciliation,3.5
2016,C0087,Medication Reconciliation,3.5
2016,C0088,Medication Reconciliation,3.5
2016,C0089,Medication Reconciliation,4.0
2016,C0090,Medication Reconciliation,3.5
2016,C0091,Medication Reconciliation,4.0
2016,C0092,Medication Reconciliation,3.5
2016,C0093,Medication Reconciliation,3.5
2016,C0094,Medication Reconciliation,3.5
2016,C0095,Medication Reconciliation,3.5
2016,C0096,Medication Reconciliation,3.5
2016,C0097,Medication Reconciliation,3.5
2016,C0098,Medication Reconciliation,3.5
2016,C0099,Medication Reconciliation,3.5
2016,C0100,Medication Reconciliation,3.5
2016,C0101,Medication Reconciliation,3.5
2016,C0102,Medication Reconciliation,3.5
2016,C0103,Medication Reconciliation,3.0
2016,C0104,Medication Reconciliation,3.5
2016,C0105,Medication Reconciliation,3.5
2016,C0106,Medication Reconciliation,3.5
2016,C0107,Medication Reconciliation,3.5
2016,C0108,Medication Reconciliation,3.5
2016,C0109,Medication Reconciliation,3.5
2016,C0110,Medication Reconciliation,3.5
2016,C0111,Medication Reconciliation,3.5
2016,C0112,Medication Reconciliation,3.5
2016,C0113,Medication Reconciliation,3.5
2016,C0114,Medication Reconciliation,3.5
2016,C0115,Medication Reconciliation,3.5
2016,C0116,Medication Reconciliation,3.5
2016,C0117,Medication Reconciliation,3.5
2016,C0118,Medication Reconciliation,3.5
2016,C0119,Medication Reconciliation,3.5
2016,C0120,Medication Reconciliation,3.5
2016,C0121,Medication Reconciliation,3.5
2016,C0122,Medication Reconciliation,3.5
2016,C0123,Medication Reconciliation,3.5
2016,C0124,Medication Reconciliation,3.5
2016,C0125,Medication Reconciliation,3.5
2016,C0126,Medication Reconciliation,3.5
2016,C0127,Medication Reconciliation,3.5
2016,C0128,Medication Reconciliation,3.5
2016,C0129,Medication Reconciliation,3.0
2016,C0130,Medication Reconciliation,3.5
2016,C0131,Medication Reconciliation,3.5
2016,C0132,Medication Reconciliation,3.5
2016,C0133,Medication Reconciliation,3.5
2016,C0134,Medication Reconciliation,3.5
2016,C0135,Medication Reconciliation,3.5
2016,C0136,Medication Reconciliation,3.5
2016,C0137,Medication Reconciliation,3.5
2016,C0138,Medication Reconciliation,3.5
2016,C0139,Medication Reconciliation,3.5
2016,C0140,Medication Reconciliation,3.5
2016,C0141,Medication Reconciliation,3.5
2016,C0142,Medication Reconciliation,3.5
2016,C0143,Medication Reconciliation,3.5
2016,C0144,Medication Reconciliation,3.5
2016,C0145,Medication Reconciliation,3.5
2016,C0146,Medication Reconciliation,3.5
2016,C0147,Medication Reconciliation,3.5
2016,C0148,Medication Reconciliation,3.5
2016,C0149,Medication Reconciliation,3.5
2016,C0150,Medication Reconciliation,3.0
2016,C0151,Medication Reconciliation,3.5
2016,C0152,Medication Reconciliation,3.5
2016,C0153,Medication Reconciliation,3.5
2016,C0154,Medication Reconciliation,3.5
2016,C0155,Medication Reconciliation,3.5
2016,C0156,Medication Reconciliation,3.5
2016,C0157,Medication Reconciliation,3.5
2016,C0158,Medication Reconciliation,3.5
2016,C0159,Medication Reconciliation,3.5
2016,C0160,Medication Reconciliation,3.5
2016,C0161,Medication Reconciliation,3.5
2016,C0162,Medication Reconciliation,3.0
2016,C0163,Medication Reconciliation,3.5
2016,C0164,Medication Reconciliation,3.5
2016,C0165,Medication Reconciliation,3.5
2016,C0166,Medication Reconciliation,3.5
2016,C0167,Medication Reconciliation,3.5
2016,C0168,Medication Reconciliation,4.0
2016,C0169,Medication Reconciliation,3.5
2016,C0170,Medication Reconciliation,3.0
2016,C0171,Medication Reconciliation,3.5
2016,C0172,Medication Reconciliation,3.5
2016,C0173,Medication Reconciliation,3.5
2016,C0174,Medication Reconciliation,3.5
2016,C0175,Medication Reconciliation,3.5
2016,C0176,Medication Reconciliation,4.0
2016,C0177,Medication Reconciliation,3.5
2016,C0178,Medication Reconciliation,4.0
2016,C0179,Medication Reconciliation,3.5
2016,C0180,Medication Reconciliation,3.5
2016,C0181,Medication Reconciliation,3.5
2016,C0182,Medication Reconciliation,3.5
2016,C0183,Medication Reconciliation,3.5
2016,C0184,Medication Reconciliation,3.5
2016,C0185,Medication Reconciliation,3.5
2016,C0186,Medication Reconciliation,3.5
2016,C0187,Medication Reconciliation,3.5
2016,C0188,Medication Reconciliation,3.5
2016,C0189,Medication Reconciliation,3.5
2016,C0190,Medication Reconciliation,3.5
2016,C0191,Medication Reconciliation,3.5
2016,C0192,Medication Reconciliation,3.5
2016,C0193,Medication Reconciliation,3.5
2016,C0194,Medication Reconciliation,3.5
2016,C0195,Medication Reconciliation,3.5
2016,C0196,Medication Reconciliation,3.5
2016,C0197,Medication Reconciliation,3.5
2016,C0198,Medication Reconciliation,3.5
2016,C0199,Medication Reconciliation,3.5
2016,C0200,Medication Reconciliation,3.5
2016,C0201,Medication Reconciliation,3.5
2016,C0202,Medication Reconciliation,3.5
2016,C0203,Medication Reconciliation,3.5
2016,C0204,Medication Reconciliation,3.5
2016,C0205,Medication Reconciliation,3.5
2016,C0206,Medication Reconciliation,3.5
2016,C0207,Medication Reconciliation,3.5
2016,C0208,Medication Reconciliation,3.5
2016,C0209,Medication Reconciliation,3.5
2016,C0210,Medication Reconciliation,3.5
2016,C0211,Medication Reconciliation,3.5
2016,C0212,Medication Reconciliation,3.5
2016,C0213,Medication Reconciliation,3.5
2016,C0214,Medication Reconciliation,3.5
2016,C0215,Medication Reconciliation,3.5
2016,C0216,Medication Reconciliation,3.0
2016,C0217,Medication Reconciliation,3.5
2016,C0218,Medication Reconciliation,3.5
2016,C0219,Medication Reconciliation,3.5
2016,C0220,Medication Reconciliation,4.0
2016,C0221,Medication Reconciliation,3.5
2016,C0222,Medication Reconciliation,3.5
2016,C0223,Medication Reconciliation,3.5
2016,C0224,Medication Reconciliation,3.5
2016,C0225,Medication Reconciliation,3.5
2016,C0226,Medication Reconciliation,3.5
2016,C0227,Medication Reconciliation,3.5
2016,C0228,Medication Reconciliation,3.0
2016,C0229,Medication Reconciliation,3.5
2016,C0230,Medication Reconciliation,3.5
2016,C0231,Medication Reconciliation,3.5
2016,C0232,Medication Reconciliation,3.5
2016,C0233,Medication Reconciliation,3.5
2016,C0234,Medication Reconciliation,3.5
2016,C0235,Medication Reconciliation,3.5
2016,C0236,Medication Reconciliation,3.0
2016,C0237,Medication Reconciliation,3.5
2016,C0238,Medication Reconciliation,3.5
2016,C0239,Medication Reconciliation,3.0
2016,C0240,Medication Reconciliation,3.5
2016,C0241,Medication Reconciliation,3.5
2016,C0242,Medication Reconciliation,3.5
2016,C0243,Medication Reconciliation,3.0
2016,C0244,Medication Reconciliation,3.5
2016,C0245,Medication Reconciliation,3.5
2016,C0246,Medication Reconciliation,3.5
2016,C0247,Medication Reconciliation,3.5
2016,C0248,Medication Reconciliation,3.5
2016,C0249,Medication Reconciliation,3.5
2016,C0250,Medication Reconciliation,3.5
2016,C0001,Plan All-Cause Readmissions,3.5
2016,C0002,Plan All-Cause Readmissions,3.5
2016,C0003,Plan All-Cause Readmissions,4.0
2016,C0004,Plan All-Cause Readmissions,3.5
2016,C0005,Plan All-Cause Readmissions,4.0
2016,C0006,Plan All-Cause Readmissions,4.0
2016,C0007,Plan All-Cause Readmissions,4.0
2016,C0008,Plan All-Cause Readmissions,4.0
2016,C0009,Plan All-Cause Readmissions,4.0
2016,C0010,Plan All-Cause Readmissions,3.5
2016,C0011,Plan All-Cause Readmissions,3.5
2016,C0012,Plan All-Cause Readmissions,3.5
2016,C0013,Plan All-Cause Readmissions,3.5
2016,C0014,Plan All-Cause Readmissions,4.0
2016,C0015,Plan All-Cause Readmissions,3.5
2016,C0016,Plan All-Cause Readmissions,3.5
2016,C0017,Plan All-Cause Readmissions,4.0
2016,C0018,Plan All-Cause Readmissions,4.0
2016,C0019,Plan All-Cause Readmissions,3.5
2016,C0020,Plan All-Cause Readmissions,4.0
2016,C0021,Plan All-Cause Readmissions,4.0
2016,C0022,Plan All-Cause Readmissions,3.5
2016,C0023,Plan All-Cause Readmissions,4.0
2016,C0024,Plan All-Cause Readmissions,4.0
2016,C0025,Plan All-Cause Readmissions,3.5
2016,C0026,Plan All-Cause Readmissions,3.5
2016,C0027,Plan All-Cause Readmissions,3.5
2016,C0028,Plan All-Cause Readmissions,4.0
2016,C0029,Plan All-Cause Readmissions,4.0
2016,C0030,Plan All-Cause Readmissions,3.5
2016,C0031,Plan All-Cause Readmissions,4.0
2016,C0032,Plan All-Cause Readmissions,3.5
2016,C0033,Plan All-Cause Readmissions,4.0
2016,C0034,Plan All-Cause Readmissions,4.0
2016,C0035,Plan All-Cause Readmissions,3.5
2016,C0036,Plan All-Cause Readmissions,4.0
2016,C0037,Plan All-Cause Readmissions,4.0
2016,C0038,Plan All-Cause Readmissions,4.0
2016,C0039,Plan All-Cause Readmissions,3.5
2016,C0040,Plan All-Cause Readmissions,4.0
2016,C0041,Plan All-Cause Readmissions,4.0
2016,C0042,Plan All-Cause Readmissions,3.5
2016,C0043,Plan All-Cause Readmissions,3.5
2016,C0044,Plan All-Cause Readmissions,3.5
2016,C0045,Plan All-Cause Readmissions,3.5
2016,C0046,Plan All-Cause Readmissions,3.5
2016,C0047,Plan All-Cause Readmissions,4.0
2016,C0048,Plan All-Cause Readmissions,4.0
2016,C0049,Plan All-Cause Readmissions,3.5
2016,C0050,Plan All-Cause Readmissions,4.0
2016,C0051,Plan All-Cause Readmissions,4.0
2016,C0052,Plan All-Cause Readmissions,4.0
2016,C0053,Plan All-Cause Readmissions,4.0
2016,C0054,Plan All-Cause Readmissions,3.5
2016,C0055,Plan All-Cause Readmissions,4.0
2016,C0056,Plan All-Cause Readmissions,4.0
2016,C0057,Plan All-Cause Readmissions,3.5
2016,C0058,Plan All-Cause Readmissions,4.0
2016,C0059,Plan All-Cause Readmissions,3.5
2016,C0060,Plan All-Cause Readmissions,3.5
2016,C0061,Plan All-Cause Readmissions,3.5
2016,C0062,Plan All-Cause Readmissions,4.0
2016,C0063,Plan All-Cause Readmissions,3.5
2016,C0064,Plan All-Cause Readmissions,4.0
2016,C0065,Plan All-Cause Readmissions,4.0
2016,C0066,Plan All-Cause Readmissions,3.5
2016,C0067,Plan All-Cause Readmissions,4.0
2016,C0068,Plan All-Cause Readmissions,3.5
2016,C0069,Plan All-Cause Readmissions,3.5
2016,C0070,Plan All-Cause Readmissions,4.0
2016,C0071,Plan All-Cause Readmissions,3.5
2016,C0072,Plan All-Cause Readmissions,3.5
2016,C0073,Plan All-Cause Readmissions,4.0
2016,C0074,Plan All-Cause Readmissions,3.5
2016,C0075,Plan All-Cause Readmissions,3.5
2016,C0076,Plan All-Cause Readmissions,4.0
2016,C0077,Plan All-Cause Readmissions,3.5
2016,C0078,Plan All-Cause Readmissions,4.0
2016,C0079,Plan All-Cause Readmissions,4.0
2016,C0080,Plan All-Cause Readmissions,3.5
2016,C0081,Plan All-Cause Readmissions,3.5
2016,C0082,Plan All-Cause Readmissions,4.0
2016,C0083,Plan All-Cause Readmissions,3.5
2016,C0084,Plan All-Cause Readmissions,4.0
2016,C0085,Plan All-Cause Readmissions,3.5
2016,C0086,Plan All-Cause Readmissions,4.0
2016,C0087,Plan All-Cause Readmissions,4.0
2016,C0088,Plan All-Cause Readmissions,4.0
2016,C0089,Plan All-Cause Readmissions,3.5
2016,C0090,Plan All-Cause Readmissions,4.0
2016,C0091,Plan All-Cause Readmissions,3.5
2016,C0092,Plan All-Cause Readmissions,3.5
2016,C0093,Plan All-Cause Readmissions,4.0
2016,C0094,Plan All-Cause Readmissions,3.5
2016,C0095,Plan All-Cause Readmissions,3.5
2016,C0096,Plan All-Cause Readmissions,3.5
2016,C0097,Plan All-Cause Readmissions,3.5
2016,C0098,Plan All-Cause Readmissions,3.5
2016,C0099,Plan All-Cause Readmissions,4.0
2016,C0100,Plan All-Cause Readmissions,3.5
2016,C0101,Plan All-Cause Readmissions,4.0
2016,C0102,Plan All-Cause Readmissions,3.5
2016,C0103,Plan All-Cause Readmissions,3.5
2016,C0104,Plan All-Cause Readmissions,3.5
2016,C0105,Plan All-Cause Readmissions,3.5
2016,C0106,Plan All-Cause Readmissions,3.5
2016,C0107,Plan All-Cause Readmissions,3.5
2016,C0108,Plan All-Cause Readmissions,4.0
2016,C0109,Plan All-Cause Readmissions,3.5
2016,C0110,Plan All-Cause Readmissions,3.5
2016,C0111,Plan All-Cause Readmissions,3.5
2016,C0112,Plan All-Cause Readmissions,4.0
2016,C0113,Plan All-Cause Readmissions,4.0
2016,C0114,Plan All-Cause Readmissions,3.5
2016,C0115,Plan All-Cause Readmissions,3.5
2016,C0116,Plan All-Cause Readmissions,3.5
2016,C0117,Plan All-Cause Readmissions,3.5
2016,C0118,Plan All-Cause Readmissions,3.5
2016,C0119,Plan All-Cause Readmissions,3.5
2016,C0120,Plan All-Cause Readmissions,3.5
2016,C0121,Plan All-Cause Readmissions,3.5
2016,C0122,Plan All-Cause Readmissions,3.5
2016,C0123,Plan All-Cause Readmissions,4.0
2016,C0124,Plan All-Cause Readmissions,3.5
2016,C0125,Plan All-Cause Readmissions,4.0
2016,C0126,Plan All-Cause Readmissions,3.5
2016,C0127,Plan All-Cause Readmissions,4.0
2016,C0128,Plan All-Cause Readmissions,3.5
